avg DF0,avg DDF0,avg Jitter,avg Shimmer,avg apq,avg ppq,avg logE,std DF0,std DDF0,std Jitter,std Shimmer,std apq,std ppq,std logE,skewness DF0,skewness DDF0,skewness Jitter,skewness Shimmer,skewness apq,skewness ppq,skewness logE,kurtosis DF0,kurtosis DDF0,kurtosis Jitter,kurtosis Shimmer,kurtosis apq,kurtosis ppq,kurtosis logE,id
-0.047559041529893875,0.056430015712976456,0.4081058292485593,2.092200588768667,3.508209319198287,0.23471820444770092,-6.830221278527955,1.560782551765442,1.1337745189666748,0.3675975562811254,2.0782800980422143,2.369382614586379,0.22348474582442662,0.4391409952814043,-0.5562861561775208,-0.5428930521011353,1.8357238919014982,1.004192535921832,0.852402995192587,1.7635476699485915,-0.47966792747948644,1.8668829149156307,1.2447895337722752,4.810990411150105,0.41580394456973524,0.9759493909500576,3.141384088889459,-0.6493500686384244,1-i_n.wav
-0.03567248210310936,0.01229705847799778,0.40264928776961567,2.3167494011217027,3.3697089833691143,0.26325343800656237,-8.237961282099205,1.07655668258667,1.5387065410614014,0.32932468335604714,2.8965364389690174,2.994651818975072,0.1860910304929014,0.7703638315209226,-0.1280737817287445,0.07562320679426193,1.008999904276208,1.2456258542150713,1.1861534921589107,0.6617894170394871,0.16336794193820153,0.10913079165091766,-0.33667917232437095,0.5105296404492816,0.549556957426538,0.6098884053590767,-0.053779396419582515,-0.20003744077169827,10-i_n.wav
-0.03893076628446579,-0.009694593027234077,0.5186035768084322,1.9588122408302977,2.6646733787452406,0.36370761328042306,-7.092650020428057,0.8452154994010925,0.9820972681045532,0.4090434282139443,2.0595728645233606,2.0872297277264766,0.24338915614135379,0.5780167860308847,-0.8776172399520874,0.5892215967178345,1.519721798612469,1.2108815181066708,0.7797194783223929,-0.06272028634807085,0.018994668561422325,0.5675667393847719,0.15608135244250665,3.241988985760006,1.3532721990888525,-0.4749975314515469,-1.2126453167761693,-0.805966021121058,100-i_n.wav
-0.04327970743179321,-0.013226204551756382,0.6560505024090403,2.2539675287728036,5.115774469245856,0.43502165008799426,-9.603688240411504,0.9835636615753174,1.2185941934585571,0.507575897429959,3.3432310783223844,3.8708234010327103,0.3159898397422838,1.958210994674706,0.4115584194660187,0.022616442292928696,1.1892150448222083,2.6870752443239523,1.685788091229644,0.8528398738963191,0.6151742660240888,0.2783985996155769,-0.2998898427390082,1.137316307104748,9.212350742814149,3.1309035219742682,0.3958463083440966,-0.5831992107550503,1000-i_n.wav
-0.01884692721068859,-0.0090806744992733,0.5951644517851504,2.5553549955201196,4.0054033188162,0.4031498312569805,-11.72901122390095,0.685955822467804,0.8208462595939636,0.4383298070593265,2.6898587848964777,3.3393562685323275,0.3044286491313908,0.6186006345077729,0.5464839339256287,-0.15935567021369934,0.535371700766282,0.9142568049346079,1.3082423686207545,0.7211525726033522,0.0876320755534934,-0.547876886341736,0.10518779882006468,-0.5976526933439423,-0.35100091140846157,0.7154749871339456,-0.6386992057582335,-1.0190361959109417,1002-i_n.wav
-0.05529003217816353,0.011308694258332253,0.4097208657067458,1.9756341079033415,2.456026740846452,0.26045760389798595,-8.927219041668907,0.8174876570701599,0.9686812162399292,0.34260339193961475,2.58656396630934,2.5615867878531318,0.18347979345417886,0.7360040860159988,0.3211213946342468,-0.13336628675460815,1.2184177526737736,1.8716399847681557,2.8659208653002968,0.749447132007441,0.4496544000779907,0.5343698750876547,0.6101457239662902,1.1351903515397783,3.534865391001115,12.373225824272952,-0.1923615079030223,-0.7672148874163822,1003-i_n.wav
-0.12331121414899826,0.019439697265625,0.5323236940618739,1.8150498303794373,3.013741496302184,0.30662696778318344,-8.158565173522415,0.7331910133361816,0.7550818920135498,0.42070985729432525,1.9618942508360264,2.466295350793259,0.2424621949274417,1.269596735239395,-0.2768450677394867,0.2030489146709442,0.9962296230022306,1.2518936637507674,0.7950124604107397,1.3229923757815254,0.06761197814939467,-0.179313152792262,0.05790983331916788,0.4172336895634787,1.4274905405579439,-0.4185254336210238,1.358869289798414,-0.7937064696386575,1004-i_n.wav
0.0076986271888017654,0.0012594243744388223,0.3501538883738889,1.6333745065940783,2.399475352960932,0.22560601689633286,-8.453503248672302,0.43330448865890503,0.5939476490020752,0.2558120628763844,2.097865508348665,2.0984109288566724,0.16294883933975313,1.0393147552242616,0.021847397089004517,-0.1395140141248703,0.8786038053151913,1.8885490240874803,1.4177074180338651,0.7724918750194651,-0.054216209465079,-0.2552390781228455,-0.6168073500880742,0.3579715949139164,4.298960432698046,1.769770761881837,-0.13562162481230855,-1.4971534419359884,1005-i_n.wav
0.006134963594377041,-0.009942136704921722,0.2187089164372407,2.150051497169466,2.7705275180366438,0.13221271522378494,-5.969592414512685,0.6181960105895996,0.8353077173233032,0.1779564025760614,2.393096753169241,1.8685564110840107,0.10351605382670584,0.5411197557943074,0.2044995278120041,0.025090927258133888,1.205656494438861,1.1295091158283255,0.5853369674207561,0.8382618615365819,-0.25872861520868223,0.391104899434358,-0.1971295083600646,1.4126836656491024,0.6277246017356575,0.08798606462444258,0.04097175165802991,-0.4256038137434457,1006-i_n.wav
0.18468444049358368,-0.0877690389752388,0.7340258493751084,1.6057639349395683,2.31717115453333,0.43829339855362753,-9.145685445226333,1.3339881896972656,1.1593877077102661,0.6698527374270469,1.591333348242391,1.7418513390430048,0.35194340933170115,0.7139504226791341,0.4659421145915985,-0.05592716112732887,1.3565429158349995,1.3006007665513404,0.8968505999651503,0.8805059243124829,-0.20860056595109702,0.6434952415208866,-0.7749464936565444,1.5283300707145502,1.3678777893770375,-0.01832984554948691,0.14953545051601047,-1.443912121358427,1007-i_n.wav
-0.11146154999732971,0.0763280987739563,0.4379771675699237,2.1005576099931833,2.8106171978484324,0.34259468786124997,-13.054458487035525,0.8575658798217773,0.9877028465270996,0.36800990971443037,2.3823840333919604,1.9255159194806268,0.21682257702823174,1.5978623102745793,-0.8852190375328064,0.2160501331090927,1.977942111756352,1.82998577536719,0.4818779139076472,0.1419049245660316,0.17754196254153343,1.4651327928068367,-0.4305411202372502,6.124916693269721,3.8075103825857664,-1.0117295203805536,-0.8374436605112412,-1.4086732384331186,1008-i_n.wav
-0.01590009406208992,-0.19736570119857788,0.4896470770061836,2.3049816475635003,3.687269390864992,0.2877535019081027,-10.872675012188083,1.4300932884216309,1.3371970653533936,0.4783239247690171,2.482044877298055,2.4835236218325,0.19779107012227506,1.464843193349348,1.0781831741333008,-0.25135451555252075,1.702238726697634,1.1120535795554314,0.9387560556350881,1.2556835119691885,-0.6315378676971307,1.8675520495802767,-0.3258713005644158,3.432904028840043,0.5978969263001117,0.6177848958147818,2.217677769340515,-0.46683986209490635,1009-i_n.wav
0.06829627603292465,-0.07243411242961884,2.932615524489723,4.862745708933953,13.607502823278379,2.243693902967605,-11.541134112937904,9.905787467956543,8.930110931396484,3.068007939764057,5.735219039700077,9.038360433869109,2.9304005639238246,4.566513401455597,-1.1781421899795532,-0.17464175820350647,2.040192607872655,1.9523142167871665,0.8375715244887986,2.906150345817781,-0.8549242287241076,3.0945032776698485,9.179833166447782,5.312881201219909,4.407691078524124,0.39265806231974887,10.477533114557383,0.36727796127516577,101-i_n.wav
0.2756727635860443,-0.11184974759817123,0.4802589658241509,1.8772355511615841,1.939573096278994,0.3016654952681311,-8.56814861014641,1.2752759456634521,1.3800028562545776,0.5625878377048369,2.3285798899407095,1.4038870686243665,0.22845048186882544,0.8126868820676985,1.5466822385787964,0.1351822465658188,2.5926452441656975,2.5751859426101102,0.764120396143941,1.76972562885387,-0.37131064347265735,4.249953513532693,-0.34397869429853234,7.87742933417484,8.16084805857211,0.08753327885953066,3.748487038478796,-0.49323390047249305,1010-i_n.wav
0.2425391525030136,-0.08417481929063797,0.4238038321010902,1.8542220878247224,3.184736880641153,0.23690864046141252,-7.369142401861092,0.8435767292976379,0.9471424221992493,0.4818732734677204,2.0860329508715303,2.544560225845705,0.17783452894844345,1.1739779867019517,2.441925048828125,-0.6098427176475525,4.17010645887996,2.297572926589962,1.2825765034425232,1.2453688923125237,-0.5360853955478752,10.350247880743309,0.749520865456375,22.626781112172264,6.866500199993705,1.4535025759672084,2.4589562695250873,-1.2149370837540903,1011-i_n.wav
0.06885034590959549,-0.0350838266313076,0.3184910671791645,1.8644077233663745,2.8337331113070148,0.19555965528977554,-9.449266676492527,0.6382972598075867,0.7885453104972839,0.24274905859292079,1.802164243992535,2.5322315668724173,0.13602113362462667,1.4852761413734998,-0.3144284188747406,-0.17718708515167236,0.746096013774876,1.6225505837716128,1.4349933035478368,0.8343997047825792,-0.05307355078343402,-0.2273005765530507,-0.29988074274143095,-0.3297016186686119,4.442232512405148,1.5520689186247223,0.8286772817306796,-1.491823085093934,1012-i_n.wav
-0.01611853390932083,0.011739603243768215,0.261164257831651,1.115933341929152,1.4646279688564345,0.16234645651310484,-10.111260021778156,0.35369518399238586,0.49356991052627563,0.17057348514372977,1.5717544528006606,1.5836276802026998,0.11994386208774246,0.4917603147287714,-0.19331364333629608,-0.14667034149169922,0.6919695448181983,2.5196231726668046,2.076301308571224,0.36492028467356774,-0.12104250380556565,-0.6683640967059552,-0.8613547065004452,0.13591421408725157,7.8865493949780845,4.258284429998215,-1.0790928837038574,-0.6861743745045605,1013-i_n.wav
-0.0010456672171130776,-0.024718938395380974,0.3910819543132573,1.6957283013124467,2.2484439664004245,0.20567587169179682,-10.229717614456689,0.5263427495956421,0.5362340807914734,0.27468040481014755,2.0663487167166665,1.827012926114314,0.1858447197689887,1.775629649494584,0.17740590870380402,-0.7232025265693665,1.0092530961368387,1.2903116172173477,0.8572145881941813,1.234478244739849,-0.670981138426318,-0.15038408326523012,0.9062024471843806,1.581642853165607,0.8683665804303438,0.04031954557939654,0.7313595454425923,-1.1871678811335011,1014-i_n.wav
-0.004687944892793894,-0.026491206139326096,0.3443480719802432,1.4542993038731662,1.9933881066843993,0.227457675383925,-8.162098014786528,0.7617719173431396,1.059596061706543,0.2630040955355107,2.3323988808944955,1.8666375109748123,0.1993412857092449,0.33216009461341034,0.08982788026332855,0.03803287446498871,0.9997504356237076,2.375450188903237,1.9339114278856708,1.1134832102785523,-0.5199058558836616,-0.09454489793420784,0.27519219444547005,0.37419477025243886,5.689795621806633,4.525022678791826,0.40212334740841627,-0.7315245802694803,1015-i_n.wav
-0.022494858130812645,0.0036259889602661133,0.44286334237466374,1.944091553262751,2.8880317580214845,0.2596027658982484,-8.711874305763404,0.638778567314148,0.7454531192779541,0.3047716905985438,2.7066016987790817,2.5620685002610144,0.22010398348751678,1.7961408090248558,-0.18222489953041077,0.71869957447052,0.6151929112758503,2.0258077940492893,1.2371388846331246,1.9307339094521339,0.795620929277406,-0.610932938559432,0.9726281968164758,0.04877831879518979,4.266371692276301,0.7491046633097267,5.903730593089504,-0.6797390449513481,1016-i_n.wav
-0.033936526626348495,-0.013132665306329727,0.37822779450441096,1.2571213952145903,2.6226087205007267,0.2675913909356679,-8.740208596627046,0.7715548872947693,0.9895845055580139,0.2690054071203139,1.6319360934891245,2.0800557191093865,0.1934985545871808,2.132553832099293,-0.20957686007022858,0.21140587329864502,0.5591235976362688,2.1011533373981783,0.8334458225173917,0.7196399733702572,0.14775191020721032,-0.6743280198425015,-0.43271671541999046,-0.6869551887642622,5.514435167217986,-0.2083476269355944,-0.3748099732933379,-1.6301300979199824,1017-i_n.wav
-0.02677694894373417,-0.02476619742810726,0.553264591924914,2.100403632515331,3.567694352419993,0.39613681161013714,-9.465612114556622,0.7124066352844238,0.8611312508583069,0.4128111514474786,2.5510369207657746,2.722962666772225,0.2644406885390992,0.8186581921249946,0.06033390015363693,0.35208338499069214,0.7270683326489117,2.096109125539551,1.0133470995420597,0.9506139833503228,-0.021003853570450343,-0.3592525509114024,0.4093892855689125,-0.03076205796707665,5.078838215347478,0.5821417598962286,0.8483414293271889,-1.136067140216954,1018-i_n.wav
-0.017298316583037376,-0.002681104466319084,0.5191099564028698,0.9804547538142073,1.4160337450657212,0.29226303862626224,-8.614687839548822,1.0708357095718384,1.7806600332260132,0.3865982362726398,1.072375425405848,1.1336253194172927,0.22560632855977295,0.6311108659116587,-0.15140174329280853,0.16382408142089844,0.9406097570161165,1.5100046428447629,0.9607045803281756,0.8289517588416074,0.4482159586867781,-0.167066894684329,0.7689848026537436,0.49372341395599895,3.2612069571305327,0.4776529971290908,-0.1432120764110283,-0.574936955144083,1019-i_n.wav
-0.042035527527332306,-0.008372480981051922,0.4039649625179998,1.9741147927827516,2.370603023530955,0.2673959204810564,-7.444703795519297,1.3277873992919922,2.122436046600342,0.322139179602041,2.6628970349347085,2.195336959370805,0.19959937921699075,0.5319215250350818,0.40468332171440125,-0.34115126729011536,0.9632222160033621,2.537721084059446,2.7366963974723286,0.9881592733222604,-0.5538320516416589,0.033720435829671214,-0.16035459170523447,0.20839630467582904,8.554363883632124,10.748886370844586,0.8458554734240447,-0.7068630804368281,102-i_n.wav
-0.017087481915950775,-0.009257856756448746,0.5681330210362164,2.1790384881779525,4.6904000464567615,0.36301004918985574,-8.9490670887156,0.9463238716125488,1.620026707649231,0.43030346003817643,2.5192400844323393,3.5399453711962985,0.2725146906009258,2.1271926495224953,-0.04698106646537781,-0.09669443219900131,0.7858915373337088,1.381644858146742,0.8027573392191623,0.9002919482285017,-0.12342711032763956,-0.29624913715202883,0.5776208568033114,-0.03272147365629818,1.6539832698855843,0.2742013873965794,-0.17465775293883246,-1.7441233096901623,1020-i_n.wav
0.02855672873556614,0.0018258396303281188,0.3956148979486287,1.707243718012457,2.7747290010014183,0.2805165000248455,-8.431393681346963,0.5698582530021667,0.6658437252044678,0.2873576703267974,1.8879126903286976,1.6153941983189843,0.19553505514662545,0.9974842164434541,-0.2506709694862366,-0.3146614134311676,1.257149640368211,1.3173590504237656,0.439890290228121,0.5841523528455983,0.33286006297378284,0.2655256648113613,-0.49433846838388806,2.3944401292354955,1.3881144983853089,-0.16636284334482454,-0.4327151708953876,-0.35472773061359586,1021-i_n.wav
-0.025604890659451485,-0.020823702216148376,0.22879985830246272,1.4194445622663725,2.544635294745883,0.13984883292591996,-7.038688738851367,0.6777265071868896,1.0788071155548096,0.18127893476237603,1.8752643565296083,1.9762017996157348,0.11380073052815286,1.3658536951477531,0.30805614590644836,0.3873353898525238,1.5772293750832889,2.012469135845393,1.3997303841770876,1.4253416331996565,-0.8449402948553464,1.0577866815193042,1.4286890593182573,4.1760648550417105,4.264440188225823,2.8282377145978517,3.2751611062477615,-0.7493263369614476,1022-i_n.wav
